source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0045892	negative regulation of DNA-templated transcription	0.00013429025924398188	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1333	1749	166	21031	0.09491137793024586	0.1245311327831958	query_1	['GO:0006351', 'GO:0006355', 'GO:1902679']
GO:BP	GO:0008285	negative regulation of cell population proliferation	0.0001351881938470696	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	701	1749	100	21031	0.05717552887364208	0.14265335235378032	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']
GO:BP	GO:0051253	negative regulation of RNA metabolic process	0.00013772522563346466	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1463	1749	179	21031	0.10234419668381932	0.12235133287764867	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']
GO:BP	GO:0032535	regulation of cellular component size	0.00014081518893254008	True	"""A process that modulates the size of a cellular component."" [GOC:mah]"	376	1749	63	21031	0.036020583190394515	0.1675531914893617	query_1	['GO:0016043', 'GO:0090066']
GO:BP	GO:0010035	response to inorganic substance	0.00014495746468314412	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	531	1749	81	21031	0.04631217838765009	0.15254237288135594	query_1	['GO:0042221']
GO:MF	GO:0003779	actin binding	0.0001473579304498668	True	"""Binding to monomeric or multimeric forms of actin, including actin filaments."" [GOC:clt]"	443	1809	73	20212	0.040353786622443336	0.16478555304740405	query_1	['GO:0008092']
GO:BP	GO:0042327	positive regulation of phosphorylation	0.0001541762270442595	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	630	1749	92	21031	0.052601486563750716	0.14603174603174604	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']
GO:BP	GO:0031401	positive regulation of protein modification process	0.000164203204736802	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	787	1749	109	21031	0.062321326472269865	0.13850063532401524	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']
GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	0.0001648156533999411	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1347	1749	167	21031	0.09548313321898227	0.12397921306607275	query_1	['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']
GO:BP	GO:0051336	regulation of hydrolase activity	0.000166829456346551	True	"""Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."" [GOC:ai]"	604	1749	89	21031	0.05088622069754145	0.14735099337748345	query_1	['GO:0050790']
GO:BP	GO:0007399	nervous system development	0.0001668524280150576	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2531	1749	282	21031	0.16123499142367068	0.11141841169498222	query_1	['GO:0048731']
GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.00016830437305510016	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1588	1749	191	21031	0.10920526014865638	0.12027707808564232	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']
GO:BP	GO:0001932	regulation of protein phosphorylation	0.000171782557298918	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	910	1749	122	21031	0.06975414522584333	0.13406593406593406	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']
GO:BP	GO:0070542	response to fatty acid	0.00017447358185664817	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fatty acid stimulus."" [GOC:lp]"	57	1749	19	21031	0.010863350485991996	0.3333333333333333	query_1	['GO:0033993', 'GO:1901700']
GO:BP	GO:0044281	small molecule metabolic process	0.00017602963420600622	True	"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]"	1813	1749	213	21031	0.12178387650085763	0.11748483177054606	query_1	['GO:0008152']
GO:BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	0.00019040683688840678	True	"""Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	211	1749	42	21031	0.024013722126929673	0.1990521327014218	query_1	['GO:0044093', 'GO:0051090']
GO:BP	GO:0090130	tissue migration	0.00019053889235391342	True	"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	313	1749	55	21031	0.031446540880503145	0.1757188498402556	query_1	['GO:0032501']
GO:BP	GO:0010594	regulation of endothelial cell migration	0.00019645794287055518	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	167	1749	36	21031	0.02058319039451115	0.2155688622754491	query_1	['GO:0010632', 'GO:0043542']
GO:BP	GO:0000302	response to reactive oxygen species	0.0002189963065255813	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	197	1749	40	21031	0.022870211549456832	0.20304568527918782	query_1	['GO:0006979', 'GO:1901700']
GO:BP	GO:0090066	regulation of anatomical structure size	0.00023054192517830535	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	519	1749	79	21031	0.04516866781017725	0.15221579961464354	query_1	['GO:0065008']
GO:BP	GO:0009790	embryo development	0.0002435855535942907	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1128	1749	144	21031	0.0823327615780446	0.1276595744680851	query_1	['GO:0007275']
GO:BP	GO:0042060	wound healing	0.00026728132656781144	True	"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]"	425	1749	68	21031	0.03887935963407661	0.16	query_1	['GO:0009611']
GO:BP	GO:0070848	response to growth factor	0.0002717895279953511	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	711	1749	100	21031	0.05717552887364208	0.14064697609001406	query_1	['GO:0009719']
GO:BP	GO:0016310	phosphorylation	0.0002806768700802711	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1579	1749	189	21031	0.10806174957118353	0.11969601013299556	query_1	['GO:0006796']
GO:BP	GO:0031399	regulation of protein modification process	0.0002830462455082244	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1229	1749	154	21031	0.0880503144654088	0.12530512611879577	query_1	['GO:0036211', 'GO:0051246']
GO:BP	GO:0030595	leukocyte chemotaxis	0.00028594687248757034	True	"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]"	237	1749	45	21031	0.025728987993138937	0.189873417721519	query_1	['GO:0050900', 'GO:0060326']
REAC	REAC:R-HSA-909733	Interferon alpha/beta signaling	0.00030442247939615764	True	Interferon alpha/beta signaling	71	1149	23	10842	0.020017406440382943	0.323943661971831	query_1	['REAC:R-HSA-913531']
GO:BP	GO:0008544	epidermis development	0.0003252490054956239	True	"""The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:go_curators, UBERON:0001003]"	393	1749	64	21031	0.03659233847913093	0.1628498727735369	query_1	['GO:0009888']
REAC	REAC:R-HSA-913531	Interferon Signaling	0.0003415747652122892	True	Interferon Signaling	193	1149	44	10842	0.038294168842471714	0.22797927461139897	query_1	['REAC:R-HSA-1280215']
GO:BP	GO:0030099	myeloid cell differentiation	0.0003629579303433473	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	437	1749	69	21031	0.03945111492281304	0.15789473684210525	query_1	['GO:0030097', 'GO:0030154']
GO:BP	GO:0048699	generation of neurons	0.00036566865814288246	True	"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]"	1514	1749	182	21031	0.10405946255002858	0.1202113606340819	query_1	['GO:0022008']
GO:BP	GO:0010634	positive regulation of epithelial cell migration	0.00040338110532291463	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	150	1749	33	21031	0.018867924528301886	0.22	query_1	['GO:0010631', 'GO:0010632', 'GO:0030335']
GO:BP	GO:0006955	immune response	0.000405182472107155	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1988	1749	228	21031	0.13036020583190394	0.11468812877263582	query_1	['GO:0002376', 'GO:0050896']
GO:BP	GO:0010876	lipid localization	0.0004476448916062729	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	483	1749	74	21031	0.04230989136649514	0.15320910973084886	query_1	['GO:0033036']
GO:BP	GO:0048872	homeostasis of number of cells	0.0004504951215980894	True	"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]"	321	1749	55	21031	0.031446540880503145	0.17133956386292834	query_1	['GO:0048871']
GO:BP	GO:0038061	non-canonical NF-kappaB signal transduction	0.000465562296286026	True	"""An intracellular signaling cassette characterized by the NIK-dependent processing and activation of NF-kappaB. Begins with activation of the NF-kappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-kappa B2 protein (p100) leading to p100 processing and release of an active NF-kappaB (p52). The non-canonical NF-kappaB signaling pathway is generally activated by ligands of the TNF receptor superfamily, including lymphotoxin beta (LTB), CD40, OX40, RANK, TWEAK and B cell-activating factor (BAFF)."" [GOC:bf, GOC:mg2, GOC:signaling, GOC:vs, PMID:11239468, PMID:15140882, PMID:34659217]"	123	1749	29	21031	0.016580903373356205	0.23577235772357724	query_1	['GO:0141124']
GO:BP	GO:0060562	epithelial tube morphogenesis	0.00047204597935181745	True	"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]"	338	1749	57	21031	0.032590051457975985	0.16863905325443787	query_1	['GO:0002009', 'GO:0035239']
GO:BP	GO:0042325	regulation of phosphorylation	0.0004896166602330078	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	966	1749	126	21031	0.07204116638078903	0.13043478260869565	query_1	['GO:0016310', 'GO:0019220']
KEGG	KEGG:04064	NF-kappa B signaling pathway	0.0005062964315028865	True	NF-kappa B signaling pathway	102	892	27	8484	0.030269058295964126	0.2647058823529412	query_1	['KEGG:00000']
GO:BP	GO:0045071	negative regulation of viral genome replication	0.0005238023801576503	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of viral genome replication."" [GOC:go_curators]"	55	1749	18	21031	0.010291595197255575	0.32727272727272727	query_1	['GO:0019079', 'GO:0045069', 'GO:0048525']
GO:BP	GO:0001818	negative regulation of cytokine production	0.0005407162653126536	True	"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]"	290	1749	51	21031	0.029159519725557463	0.17586206896551723	query_1	['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']
GO:BP	GO:0071216	cellular response to biotic stimulus	0.000542885469176958	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:mah]"	250	1749	46	21031	0.026300743281875358	0.184	query_1	['GO:0009607', 'GO:0051716']
GO:BP	GO:0031347	regulation of defense response	0.0005444106226390155	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	768	1749	105	21031	0.060034305317324184	0.13671875	query_1	['GO:0006952', 'GO:0080134']
GO:BP	GO:0070371	ERK1 and ERK2 cascade	0.0005695969012759215	True	"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]"	315	1749	54	21031	0.030874785591766724	0.17142857142857143	query_1	['GO:0000165']
GO:BP	GO:2001233	regulation of apoptotic signaling pathway	0.0005721277612866187	True	"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	382	1749	62	21031	0.03544882790165809	0.16230366492146597	query_1	['GO:0009966', 'GO:0042981', 'GO:0097190']
GO:BP	GO:0071674	mononuclear cell migration	0.0006656244838502355	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	205	1749	40	21031	0.022870211549456832	0.1951219512195122	query_1	['GO:0050900']
GO:BP	GO:0008284	positive regulation of cell population proliferation	0.0006742536566958712	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	962	1749	125	21031	0.0714694110920526	0.12993762993762994	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']
GO:BP	GO:0010595	positive regulation of endothelial cell migration	0.000700377246405802	True	"""Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	105	1749	26	21031	0.014865637507146942	0.24761904761904763	query_1	['GO:0010594', 'GO:0010634', 'GO:0043542']
GO:BP	GO:1901698	response to nitrogen compound	0.0007081399715420719	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1060	1749	135	21031	0.07718696397941681	0.12735849056603774	query_1	['GO:0042221']
GO:BP	GO:0120036	plasma membrane bounded cell projection organization	0.0007282688413775721	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1570	1749	186	21031	0.10634648370497427	0.11847133757961784	query_1	['GO:0030030']
KEGG	KEGG:05169	Epstein-Barr virus infection	0.0007399796308017334	True	Epstein-Barr virus infection	198	892	42	8484	0.04708520179372197	0.21212121212121213	query_1	['KEGG:00000']
GO:BP	GO:0072073	kidney epithelium development	0.0007705505288402243	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	154	1749	33	21031	0.018867924528301886	0.21428571428571427	query_1	['GO:0001822', 'GO:0060429']
GO:BP	GO:0007159	leukocyte cell-cell adhesion	0.000818833244639072	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	403	1749	64	21031	0.03659233847913093	0.1588089330024814	query_1	['GO:0098609']
GO:BP	GO:0050792	regulation of viral process	0.000822350509664301	True	"""Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts."" [GOC:go_curators, GOC:tb]"	169	1749	35	21031	0.020011435105774727	0.20710059171597633	query_1	['GO:0016032', 'GO:0050789']
GO:MF	GO:0008092	cytoskeletal protein binding	0.0008375527932292235	True	"""Binding to a protein component of a cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton)."" [GOC:mah]"	1002	1809	134	20212	0.07407407407407407	0.13373253493013973	query_1	['GO:0005515']
GO:BP	GO:1903131	mononuclear cell differentiation	0.0010009512245238007	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]"	484	1749	73	21031	0.04173813607775872	0.15082644628099173	query_1	['GO:0002521']
GO:BP	GO:0045765	regulation of angiogenesis	0.0010566196981472232	True	"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]"	288	1749	50	21031	0.02858776443682104	0.1736111111111111	query_1	['GO:0001525', 'GO:0022603', 'GO:1901342']
GO:BP	GO:0045669	positive regulation of osteoblast differentiation	0.001062230917197468	True	"""Any process that activates or increases the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	69	1749	20	21031	0.011435105774728416	0.2898550724637681	query_1	['GO:0001649', 'GO:0045597', 'GO:0045667']
GO:BP	GO:0019079	viral genome replication	0.001144010021277145	True	"""Any process involved directly in viral genome replication, including viral nucleotide metabolism."" [ISBN:0781702534]"	128	1749	29	21031	0.016580903373356205	0.2265625	query_1	['GO:0016032', 'GO:0019058']
GO:BP	GO:0006629	lipid metabolic process	0.0011666281199642576	True	"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]"	1388	1749	167	21031	0.09548313321898227	0.12031700288184438	query_1	['GO:0044238', 'GO:0071704']
GO:BP	GO:0048754	branching morphogenesis of an epithelial tube	0.0012291215305504767	True	"""The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."" [GOC:dgh, GOC:dph, GOC:jid]"	157	1749	33	21031	0.018867924528301886	0.21019108280254778	query_1	['GO:0035239', 'GO:0060562', 'GO:0061138']
GO:BP	GO:0009056	catabolic process	0.0012314017870832677	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2556	1749	279	21031	0.1595197255574614	0.10915492957746478	query_1	['GO:0008152']
GO:BP	GO:0030030	cell projection organization	0.0012382114185314332	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1613	1749	189	21031	0.10806174957118353	0.11717296962182269	query_1	['GO:0016043']
GO:BP	GO:0002526	acute inflammatory response	0.001264160365755824	True	"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	108	1749	26	21031	0.014865637507146942	0.24074074074074073	query_1	['GO:0006954']
GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	0.001337920991684738	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	315	1749	53	21031	0.030303030303030304	0.16825396825396827	query_1	['GO:0035556', 'GO:0097190']
GO:BP	GO:0034599	cellular response to oxidative stress	0.0013827197674938254	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	242	1749	44	21031	0.025157232704402517	0.18181818181818182	query_1	['GO:0006979', 'GO:0062197']
GO:BP	GO:0009913	epidermal cell differentiation	0.001386524442898874	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."" [GOC:dph, GOC:go_curators, GOC:mtg_sensu, GOC:sdb_2009, GOC:tb]"	250	1749	45	21031	0.025728987993138937	0.18	query_1	['GO:0008544', 'GO:0030855']
GO:BP	GO:0046649	lymphocyte activation	0.0013921287649094013	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	783	1749	105	21031	0.060034305317324184	0.13409961685823754	query_1	['GO:0045321']
GO:BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	0.0014120003877421711	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]"	652	1749	91	21031	0.05202973127501429	0.13957055214723926	query_1	['GO:0031344', 'GO:0120036']
GO:BP	GO:0002684	positive regulation of immune system process	0.00145018318501692	True	"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]"	1054	1749	133	21031	0.07604345340194396	0.12618595825426945	query_1	['GO:0002376', 'GO:0002682', 'GO:0048518']
GO:BP	GO:0061448	connective tissue development	0.0014551617144779971	True	"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]"	291	1749	50	21031	0.02858776443682104	0.1718213058419244	query_1	['GO:0009888']
GO:BP	GO:0051235	maintenance of location	0.0014566029562685003	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	341	1749	56	21031	0.03201829616923957	0.16422287390029325	query_1	['GO:0051179']
GO:BP	GO:0036293	response to decreased oxygen levels	0.0014800782967742373	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	316	1749	53	21031	0.030303030303030304	0.16772151898734178	query_1	['GO:0070482']
GO:BP	GO:1901575	organic substance catabolic process	0.0014808060546442892	True	"""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	2074	1749	233	21031	0.13321898227558604	0.11234329797492767	query_1	['GO:0009056', 'GO:0071704']
GO:BP	GO:0043542	endothelial cell migration	0.0014974345781525542	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	219	1749	41	21031	0.023441966838193252	0.1872146118721461	query_1	['GO:0010631']
GO:BP	GO:0051179	localization	0.0014981279544327537	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	5520	1749	546	21031	0.31217838765008576	0.09891304347826087	query_1	['GO:0008150']
GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0015676100526735527	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	766	1749	103	21031	0.05889079473985134	0.13446475195822455	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']
GO:BP	GO:0006935	chemotaxis	0.0015688864194818729	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	463	1749	70	21031	0.040022870211549454	0.1511879049676026	query_1	['GO:0042221', 'GO:0042330']
GO:MF	GO:0042803	protein homodimerization activity	0.001658082289474429	True	"""Binding to an identical protein to form a homodimer."" [GOC:jl]"	724	1809	102	20212	0.05638474295190713	0.1408839779005525	query_1	['GO:0042802', 'GO:0046983']
GO:BP	GO:0030029	actin filament-based process	0.0016687472520239323	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	805	1749	107	21031	0.061177815894797025	0.13291925465838508	query_1	['GO:0009987']
GO:BP	GO:0061138	morphogenesis of a branching epithelium	0.0016764190863165608	True	"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]"	189	1749	37	21031	0.02115494568324757	0.19576719576719576	query_1	['GO:0001763', 'GO:0002009']
GO:BP	GO:0009617	response to bacterium	0.001683338643898587	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	720	1749	98	21031	0.05603201829616924	0.1361111111111111	query_1	['GO:0051707']
GO:BP	GO:0001706	endoderm formation	0.0017059320911113733	True	"""The formation of the endoderm during gastrulation."" [GOC:go_curators]"	59	1749	18	21031	0.010291595197255575	0.3050847457627119	query_1	['GO:0001704', 'GO:0007492']
GO:BP	GO:1901342	regulation of vasculature development	0.0017948758826237564	True	"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]"	293	1749	50	21031	0.02858776443682104	0.17064846416382254	query_1	['GO:0001944', 'GO:2000026']
GO:BP	GO:0042330	taxis	0.0018432000780245496	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	465	1749	70	21031	0.040022870211549454	0.15053763440860216	query_1	['GO:0009605', 'GO:0040011']
GO:MF	GO:0044877	protein-containing complex binding	0.0019794647888967233	True	"""Binding to a macromolecular complex."" [GOC:jl]"	1752	1809	211	20212	0.11663902708678828	0.1204337899543379	query_1	['GO:0005488']
GO:BP	GO:1903034	regulation of response to wounding	0.0021006242431029862	True	"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	168	1749	34	21031	0.019439679817038306	0.20238095238095238	query_1	['GO:0009611', 'GO:0080134']
GO:BP	GO:0071222	cellular response to lipopolysaccharide	0.0021261038979216084	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]"	214	1749	40	21031	0.022870211549456832	0.18691588785046728	query_1	['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']
